Type	Factor	Iter	Obj	Obj.diff	Max.chg
backfit	28	4	6255682.1737067	45.1476364573464	-0.00428135722066264
backfit	29	4	6255763.56388151	81.3901748163626	0.00636156686957168
backfit	30	4	6255788.1751422	24.6112606907263	-0.00441646157581893
backfit	31	4	6255837.88048562	49.7053434150293	0.00486051455990921
backfit	32	4	6255858.80816115	20.9276755368337	0.0035276446372068
backfit	33	4	6255890.95909492	32.150933762081	-0.00409631786308362
backfit	34	4	6255925.01766634	34.0585714196786	-0.004516486884364
backfit	35	4	6255954.61438094	29.596714601852	-0.00484159496577006
backfit	36	4	6255970.07091308	15.4565321439877	0.00266602753156293
backfit	37	4	6255999.76974268	29.6988295959309	-0.00567705432571583
backfit	38	4	6256026.28521703	26.5154743492603	-0.00496472599168208
backfit	39	4	6256043.46238924	17.1771722156554	-0.00405509423756205
backfit	40	4	6256116.7666042	73.3042149599642	-0.00499619646581527
backfit	41	4	6256149.16113937	32.3945351662114	-0.00691502712484232
backfit	42	4	6256161.41284463	12.2517052609473	-0.00425416088325476
backfit	43	4	6256178.57194134	17.1590967122465	0.00545677017956489
backfit	44	4	6256195.65546126	17.0835199207067	0.00466745448194745
backfit	45	4	6256214.31276019	18.657298926264	-0.00629914947940569
backfit	46	4	6256227.27660517	12.9638449773192	0.00370037552119573
backfit	47	4	6256256.58294312	29.3063379572704	-0.0051330511913294
backfit	48	4	6256274.57210381	17.9891606858	0.00561784926211306
backfit	49	4	6256296.16535884	21.5932550327852	-0.00709344979246613
backfit	50	4	6256316.81184122	20.6464823782444	0.00531641545468249
backfit	1	5	6256411.38844461	94.5766033893451	6.07629912414455e-05
backfit	2	5	6256466.23405819	54.8456135764718	0.000260871768477147
backfit	3	5	6256711.6622537	245.428195513785	-0.000901110299934282
backfit	4	5	6256775.28438214	63.6221284419298	0.000553024695182994
backfit	5	5	6256844.37314215	69.0887600099668	0.000810495475152412
backfit	6	5	6256984.37294365	139.99980149325	-0.00158381000138806
backfit	7	5	6257047.97463061	63.6016869675368	-0.000902976321497752
backfit	8	5	6257157.00041539	109.025784780271	-0.00197742771197849
backfit	9	5	6257221.08061849	64.0802030991763	-0.00207048980260038
backfit	10	5	6257292.03344117	70.9528226749972	-0.0024615094933215
backfit	11	5	6257340.087298	48.0538568375632	0.00191961655773126
backfit	12	5	6257585.92991254	245.842614537105	-0.0027334557829068
backfit	13	5	6257658.70379533	72.7738827895373	-0.0014234647158996
backfit	14	5	6257699.91981165	41.2160163223743	0.00242602681481985
backfit	15	5	6257769.44063951	69.5208278568462	-0.00279560850653087
backfit	16	5	6257838.56911264	69.1284731244668	-0.00244334930492158
backfit	17	5	6257953.61778141	115.048668772914	-0.00300510244772867
backfit	18	5	6258017.46405433	63.846272924915	0.00418853289433955
backfit	19	5	6258088.9661738	71.5021194675937	-0.00599971961605578
backfit	20	5	6258170.08231844	81.1161446357146	0.00371194146784155
backfit	21	5	6258353.57959779	183.497279354371	-0.00360746142434233
backfit	22	5	6258397.29503738	43.7154395878315	-0.00353974385793551
backfit	23	5	6258421.18405862	23.8890212420374	-0.00307346926618463
backfit	24	5	6258483.78877205	62.6047134296969	-0.00439069699613847
backfit	25	5	6258505.91817442	22.1294023701921	0.00315658773707397
backfit	26	5	6258686.16024229	180.242067874409	-0.00966388889733677
backfit	27	5	6258710.83134929	24.67110699974	-0.00267560829932073
backfit	28	5	6258748.09606661	37.264717310667	0.00373151083491302
backfit	29	5	6258816.32667572	68.2306091124192	0.00630472745771266
backfit	30	5	6258836.38878983	20.0621141111478	-0.00409700710218069
backfit	31	5	6258878.80744868	42.4186588479206	0.00458676463996577
backfit	32	5	6258896.58510941	17.7776607293636	-0.00445801718837482
backfit	33	5	6258924.7359793	28.1508698919788	0.00448778681705755
backfit	34	5	6258952.21530242	27.4793231179938	-0.00348460619960062
backfit	35	5	6258976.44292725	24.2276248326525	-0.00487054187350055
backfit	36	5	6258989.4388452	12.9959179526195	0.00351521384205856
backfit	37	5	6259015.07487814	25.6360329426825	-0.00506650302875322
backfit	38	5	6259037.37663951	22.3017613682896	-0.00408215964187272
backfit	39	5	6259052.55873564	15.1820961264893	0.00438360714979515
backfit	40	5	6259114.91337337	62.3546377355233	-0.00531433959613746
backfit	41	5	6259144.11972316	29.206349789165	-0.00412389992775467
backfit	42	5	6259154.59430065	10.4745774846524	0.00336033310472743
backfit	43	5	6259166.74372729	12.14942663908	-0.00422533771355447
backfit	44	5	6259182.00971299	15.2659856993705	0.00441895441826212
backfit	45	5	6259199.1887036	17.1789906164631	0.00617556364763767
backfit	46	5	6259211.21671895	12.0280153444037	-0.00460703173536784
backfit	47	5	6259237.48999041	26.2732714600861	-0.00551055382306879
backfit	48	5	6259251.67368509	14.183694684878	0.0037713330416574
backfit	49	5	6259269.24175439	17.5680693015456	0.00436154611144609
backfit	50	5	6259288.23883242	18.9970780266449	0.00507033312657865
backfit	1	6	6259375.21532702	86.9764946019277	5.87144381430614e-05
backfit	2	6	6259424.27870626	49.0633792355657	0.000258091429157761
backfit	3	6	6259642.6671854	218.388479141518	-0.000801771201257545
backfit	4	6	6259699.32411437	56.6569289714098	0.000515934105576009
backfit	5	6	6259763.07692738	63.7528130058199	0.000783292218371645
backfit	6	6	6259891.83146613	128.754538752139	-0.0015648906146737
backfit	7	6	6259948.49366385	56.662197724916	-0.000879755200358177
backfit	8	6	6260045.18028612	96.6866222685203	-0.00245752783562797
backfit	9	6	6260096.8829107	51.7026245808229	-0.00179204122672444
backfit	10	6	6260160.80346797	63.9205572679639	-0.00241170125131424
backfit	11	6	6260202.72979653	41.9263285547495	-0.00197333167285093
backfit	12	6	6260441.23366941	238.503872879781	-0.00264154279938003
backfit	13	6	6260504.19201777	62.9583483655006	-0.0018669846578736
backfit	14	6	6260541.87556088	37.6835431102663	0.00232959462888804
backfit	15	6	6260602.45122033	60.5756594464183	-0.00252068696592349
backfit	16	6	6260661.14841415	58.6971938256174	0.00184413348107034
backfit	17	6	6260764.85511301	103.706698855385	-0.0027889537198782
backfit	18	6	6260821.51509813	56.6599851176143	0.00378335353170733
backfit	19	6	6260883.27326892	61.7581707919016	-0.00583125212430768
backfit	20	6	6260958.69176457	75.4184956494719	0.00360392003424459
